class,data_1,data_2
1,0.469701098742184,0.141176937928955
1,0.334306569149303,0.1766937633807
1,0.204004924787462,0.106612316260964
1,0.420612875149193,0.190316453998362
1,0.361771499554452,0.107214513888949
1,0.37609338402994,0.0631479448308095
1,0.436759076199134,0.0859226478914684
1,0.469690909124406,0.112267249856549
1,0.432980882278473,0.126235465883251
1,0.437516070348058,0.0821235918224958
1,0.341469603224378,0.1381469078165
1,0.395993522467772,0.114881096828487
1,0.296630327796898,0.109600774296375
1,0.351524642777489,0.110112082565224
1,0.381981168094234,0.213067687948203
1,0.354869130563429,0.102559554688106
1,0.351226389190829,0.171661231351501
1,0.4556067795878,0.16314901088759
1,0.42249214662013,0.0777346290380678
1,0.441141937737932,0.138572281583634
1,0.451188437941476,0.12649411699863
1,0.448767158899903,0.0774777542951115
1,0.365515476897326,0.105239846173881
1,0.397524045507783,0.193159639921291
1,0.408862716426044,0.187980233887367
1,0.361240974799585,0.103260042202703
1,0.411607849777861,0.152019410301588
1,0.36610975279427,0.0842710215896007
1,0.268026149595127,0.0269281046099461
1,0.410911881950342,0.0640039553654762
1,0.36587105875303,0.131908058395569
1,0.411707963499859,0.0663109357679105
1,0.335650654859059,0.204501899683472
1,0.407047229987136,0.142249670130921
1,0.366838533354429,0.156259052423034
1,0.431248495527313,0.157435943199322
1,0.366709182157242,0.143053691053674
1,0.329659973536197,0.142744141835637
1,0.367387873434057,0.188242969758636
1,0.50518076586968,0.156792541911411
1,0.339866222751417,0.0726370549904378
1,0.466311681512487,0.120497206754847
1,0.244294437327943,0.141133157617414
1,0.421359394445939,0.0828570986416006
1,0.543936495254878,0.0663494150005408
1,0.463134688090076,0.032170933731777
1,0.278133489176155,0.138399875409555
1,0.454175833121001,0.117809001600038
1,0.398888434742517,0.18314149290661
1,0.34085334925668,0.110098919489998
1,0.28886544688375,0.072102825620796
1,0.383298872711763,0.109548670612421
1,0.396819540885001,0.14203661134653
1,0.279762086978528,0.147622969882911
1,0.320742285542076,0.0975082403098673
1,0.412154433779379,0.135994000035748
1,0.435857216951462,0.109898421056774
